age,fnlwgt,education,education.num,marital.status,occupation,capital.gain,capital.loss,hours.per.week,is_US,is_White,is_Male,income
35,100375,9,10,1,4,0,0,40,1,1,1,0
31,181091,12,13,5,11,0,0,40,1,1,1,1
49,102583,9,10,5,13,0,1848,44,1,1,1,1
39,269323,9,10,5,12,0,0,40,1,1,1,1
50,173020,9,10,5,10,0,0,40,1,1,1,0
46,261059,13,14,5,13,0,1977,50,1,1,1,1
67,411007,8,9,4,12,15831,0,40,1,1,0,1
35,154410,9,10,0,4,0,0,40,1,1,1,0
43,175224,8,9,5,0,0,0,60,0,1,1,0
65,146454,13,14,5,13,0,1648,4,0,1,1,0
60,117509,4,5,5,10,0,0,40,1,1,1,0
22,429346,8,9,0,3,0,0,40,1,0,1,0
39,152587,8,9,0,10,0,0,40,1,1,1,0
41,97064,10,11,3,3,0,0,44,1,1,0,0
36,184456,12,13,0,9,27828,0,55,1,1,1,1
35,169104,9,10,1,10,0,0,40,1,1,1,0
31,109055,8,9,5,4,3137,0,45,1,1,1,0
55,393768,10,11,5,12,0,0,40,1,1,1,0
47,282830,11,12,5,3,0,0,40,1,0,1,1
36,237943,13,14,5,12,15024,0,50,1,1,1,1
51,54342,14,15,3,13,27828,0,60,1,1,1,1
31,101697,10,11,5,13,0,0,40,1,1,0,0
49,148549,12,13,5,12,0,1902,50,1,1,1,1
47,189123,8,9,5,0,0,0,40,1,1,1,0
28,76714,14,15,0,13,0,0,55,1,1,1,1
47,102771,15,16,5,13,0,0,40,1,1,1,1
44,254134,11,12,3,9,0,0,40,1,0,1,0
21,548303,8,9,5,13,0,0,40,0,1,1,1
43,347653,9,10,5,13,0,0,48,1,1,1,1
41,204410,8,9,5,10,0,1485,44,1,1,1,1
51,338260,14,15,5,13,15024,0,60,1,1,1,1
45,140644,8,9,5,11,0,0,50,1,1,1,1
44,206686,9,10,3,3,0,0,40,1,1,0,0
51,106151,6,7,3,5,0,0,40,1,1,1,0
55,98361,12,13,5,12,15024,0,55,1,1,1,1
60,191446,8,9,5,12,99999,0,40,1,1,1,1
52,232132,7,8,5,2,0,0,45,1,1,1,1
54,50385,12,13,3,12,0,0,45,1,0,0,1
25,241626,8,9,0,0,0,0,30,1,1,1,0
38,312771,10,11,5,11,0,0,40,1,1,1,1
33,113364,8,9,0,11,0,0,45,1,1,1,0
34,124569,9,10,3,3,0,0,40,1,1,0,0
38,129573,13,14,0,13,0,0,40,1,1,1,1
45,182100,12,13,5,11,0,0,40,1,1,1,1
36,185099,8,9,5,5,0,0,70,1,1,1,1
39,191227,12,13,3,12,13550,0,50,1,1,0,1
37,389725,7,8,3,10,0,0,35,1,1,1,0
70,139889,9,10,5,4,2653,0,70,1,1,1,0
33,114691,12,13,5,11,0,0,60,1,1,1,1
51,282744,12,13,5,4,0,0,40,0,1,1,0
41,375574,9,10,5,11,0,0,60,0,1,1,1
39,131288,11,12,5,11,5178,0,48,1,1,1,1
36,145576,13,14,5,3,0,1977,40,0,1,1,1
32,229566,10,11,5,0,0,0,60,1,1,1,1
30,183000,13,14,5,13,0,0,45,1,1,1,0
30,270889,9,10,5,3,0,0,40,1,1,1,1
25,252752,8,9,0,0,0,0,40,1,1,0,0
37,239397,5,6,5,2,0,0,40,0,1,1,0
53,99476,8,9,3,0,0,0,38,1,1,0,0
46,320421,12,13,1,13,0,0,25,1,1,1,0
58,354024,8,9,5,3,0,0,40,1,1,0,1
26,336404,8,9,5,7,0,0,40,1,1,1,0
17,142912,5,6,0,0,0,0,40,1,1,1,0
40,137142,8,9,5,11,0,0,60,1,1,1,0
20,528616,2,3,0,0,0,0,40,0,1,1,0
73,300404,9,10,5,11,0,0,6,1,1,1,1
44,121012,4,5,3,10,0,0,40,1,1,1,0
31,39054,8,9,5,10,0,0,20,1,1,1,0
39,127772,8,9,5,11,3103,0,44,1,1,1,1
64,144182,8,9,4,13,0,0,23,1,1,0,0
39,393480,8,9,2,1,0,0,40,1,0,1,0
32,235862,9,10,3,12,0,0,45,1,1,0,0
44,174373,11,12,5,10,0,0,40,1,1,1,1
40,179533,8,9,5,5,0,0,75,1,1,1,1
40,163455,9,10,5,9,0,0,55,1,1,1,1
38,85244,12,13,2,10,0,0,40,1,1,1,0
33,58702,10,11,5,13,3103,0,50,1,1,0,1
46,109209,9,10,5,3,0,0,40,1,1,1,1
46,188386,15,16,5,12,15024,0,60,1,1,1,1
32,419691,7,8,5,11,0,0,40,1,1,1,1
62,213321,8,9,5,13,0,0,40,1,1,1,1
35,147258,10,11,0,4,0,0,65,1,1,1,0
40,222011,13,14,0,13,0,0,45,1,1,0,1
37,126569,12,13,5,10,0,0,60,1,1,1,0
40,157240,13,14,5,12,15024,0,30,0,1,0,1
34,318641,12,13,5,12,0,0,45,1,0,1,1
32,127651,8,9,5,7,0,0,40,1,1,1,0
45,311231,14,15,5,13,0,1485,50,1,1,1,1
63,113756,8,9,0,12,0,0,40,1,1,0,0
51,197656,9,10,5,12,0,0,45,1,1,1,1
30,115963,6,7,5,10,0,0,40,1,1,1,0
47,191277,8,9,5,5,0,0,50,1,1,1,1
39,201105,12,13,5,12,0,0,55,1,1,0,1
35,206951,9,10,5,11,0,0,40,1,1,1,1
55,102058,5,6,5,12,0,0,45,1,1,1,0
26,46097,12,13,5,13,0,0,40,1,1,1,0
27,206125,5,6,5,10,0,0,60,1,1,1,0
34,201122,9,10,5,10,0,0,48,1,1,1,1
30,140011,10,11,5,1,0,0,53,1,1,1,0
36,214604,12,13,5,11,0,0,42,1,1,1,1
43,187728,9,10,5,13,0,1887,50,1,1,0,1
43,160674,8,9,3,12,0,0,40,1,1,0,0
61,132972,4,5,0,2,0,0,40,1,0,0,0
24,258730,8,9,3,0,0,0,40,0,1,0,0
59,153484,12,13,5,10,15024,0,50,1,1,1,1
39,491000,12,13,0,12,0,0,45,1,0,1,0
30,223212,12,13,0,11,0,0,40,1,1,1,0
25,136450,11,12,5,3,0,0,35,1,1,0,1
52,147629,8,9,5,5,0,0,60,1,1,1,1
52,186117,8,9,5,7,0,0,56,1,1,1,1
66,182470,14,15,5,13,0,0,25,1,1,1,1
30,167990,10,11,5,13,15024,0,65,1,1,1,1
24,198914,8,9,0,11,0,0,25,1,0,1,0
30,331419,11,12,0,10,4787,0,50,1,1,1,1
32,111567,8,9,5,10,0,0,49,1,1,1,1
23,204209,9,10,0,1,0,0,10,1,1,1,0
42,162003,15,16,0,13,0,0,36,1,1,1,1
75,309955,14,15,5,13,0,2174,50,1,1,1,1
52,168539,8,9,5,2,0,0,40,1,1,1,1
48,125892,12,13,5,9,0,0,40,1,1,1,1
25,212793,11,12,0,13,0,0,50,1,1,1,1
58,177368,8,9,5,10,0,0,40,1,1,1,1
20,213719,8,9,0,11,0,0,20,1,0,0,0
41,140365,12,13,5,12,0,1902,55,1,1,1,1
68,236943,4,5,3,4,0,0,20,1,0,1,0
34,168906,11,12,3,3,0,0,35,1,1,0,0
32,313729,8,9,5,3,0,0,40,1,1,1,0
47,330416,9,10,0,4,0,0,60,1,1,1,0
40,346189,15,16,5,13,0,0,40,1,1,1,1
28,142443,8,9,0,10,0,0,40,1,1,1,0
32,226267,2,3,1,10,0,0,40,0,1,1,0
51,138852,8,9,5,0,7298,0,40,0,1,1,1
40,192344,12,13,5,3,0,0,40,1,1,1,1
53,73134,8,9,5,11,15024,0,60,1,1,1,1
29,122127,12,13,0,13,8614,0,40,1,1,0,1
36,35945,3,4,5,2,7298,0,45,1,1,1,1
56,435836,13,14,3,13,0,0,40,1,1,0,0
27,42696,8,9,1,0,0,0,40,1,1,0,0
37,175232,13,14,3,12,0,0,60,1,1,1,1
36,152621,9,10,5,10,0,0,40,0,1,1,1
48,103713,13,14,5,11,0,0,40,1,1,1,1
23,185575,12,13,0,13,0,0,40,1,1,0,0
47,175990,8,9,5,0,0,0,30,1,1,0,1
32,342458,12,13,0,13,0,0,40,1,1,1,0
36,732569,4,5,3,3,0,0,40,1,1,0,0
48,170142,13,14,3,13,0,0,40,1,1,1,1
45,171335,13,14,5,11,0,0,50,1,1,1,1
35,207568,5,6,0,0,0,0,40,1,1,1,0
49,405309,10,11,5,10,0,0,40,1,1,1,1
55,176317,8,9,4,3,0,0,40,1,1,0,0
21,399022,8,9,0,4,0,0,24,1,1,1,0
67,431426,11,12,5,12,20051,0,4,1,1,0,1
82,240491,8,9,5,10,0,0,40,0,1,1,0
34,115858,8,9,3,3,0,0,40,1,1,0,0
51,146574,13,14,5,12,0,0,50,1,1,1,1
31,181091,8,9,5,10,0,0,50,1,1,1,1
59,232672,13,14,5,12,0,0,40,1,1,1,1
56,403072,9,10,5,10,0,0,50,1,1,1,1
47,138107,12,13,3,12,0,2258,40,1,1,1,1
50,140516,8,9,5,7,0,0,40,1,1,1,1
43,33521,12,13,3,13,0,0,70,1,1,1,1
33,313729,13,14,0,13,0,0,60,1,1,1,0
26,194352,12,13,0,13,0,0,40,1,1,0,0
68,242095,12,13,5,12,20051,0,40,1,1,1,1
49,176814,12,13,5,3,5178,0,40,1,1,1,1
43,188291,1,2,0,11,0,0,40,1,1,1,0
46,207677,8,9,3,10,0,0,30,1,1,1,0
32,167049,7,8,0,3,0,0,40,1,1,0,0
26,202033,12,13,5,5,0,0,40,1,1,1,1
34,115066,9,10,5,12,0,0,42,1,1,1,1
20,340217,8,9,0,3,0,0,40,1,1,0,0
44,311357,14,15,5,13,0,0,50,1,1,1,1
70,36311,12,13,5,13,20051,0,35,1,1,1,1
59,32954,10,11,3,13,0,0,36,1,1,0,0
44,120539,12,13,0,11,0,0,50,1,1,1,1
43,255835,9,10,3,3,0,0,40,1,1,0,0
51,226885,8,9,0,5,0,0,40,1,1,1,0
47,34845,12,13,5,3,0,0,45,0,1,1,1
33,54782,12,13,5,3,0,1579,42,1,1,1,0
25,210794,12,13,0,13,0,0,40,1,1,0,0
30,297155,9,10,3,3,0,0,40,1,0,0,0
24,211968,9,10,0,11,0,0,24,1,1,0,0
48,117849,9,10,5,13,0,0,40,1,1,1,1
66,115880,9,10,5,13,0,0,40,1,1,1,0
46,186410,14,15,0,12,0,0,50,1,1,1,1
43,74581,8,9,5,10,0,0,48,1,1,1,1
49,200949,5,6,0,0,0,0,38,0,1,0,0
65,170939,12,13,3,13,6723,0,40,1,1,1,0
29,192010,12,13,0,13,0,0,60,0,1,0,0
25,169124,12,13,0,3,0,0,40,1,1,1,0
46,278322,10,11,5,12,0,0,40,1,1,1,1
66,76212,8,9,5,5,0,0,50,1,1,1,1
34,190290,12,13,5,13,0,0,38,1,1,1,1
26,282304,9,10,0,11,0,0,45,1,1,1,0
49,43348,15,16,0,13,99999,0,70,1,1,1,1
47,229737,8,9,5,10,0,0,45,1,1,1,1
55,32365,12,13,5,12,0,0,45,1,1,1,1
30,108386,10,11,5,7,0,0,40,1,1,1,0
37,134088,11,12,0,3,0,0,40,1,1,0,0
22,200318,11,12,0,3,0,0,15,1,1,0,0
35,139364,8,9,5,11,0,1902,40,1,1,1,1
31,367314,8,9,3,3,0,0,40,1,1,0,0
55,99131,8,9,5,13,0,2246,40,1,1,0,1
50,117496,8,9,5,3,7298,0,30,1,1,0,1
55,255364,9,10,5,12,0,0,60,1,1,1,1
61,198078,8,9,5,5,0,0,40,1,1,1,1
43,34007,12,13,5,4,0,0,70,1,1,1,1
49,240859,6,7,5,10,0,0,40,0,1,1,0
30,158420,12,13,0,13,0,0,50,0,1,1,0
44,286750,12,13,5,12,0,0,50,1,0,1,1
39,344743,9,10,5,3,0,0,50,1,0,0,1
40,55395,10,11,5,13,0,0,40,1,1,1,1
30,229051,4,5,5,0,0,0,37,1,1,1,0
24,91999,11,12,0,12,0,0,20,1,1,1,0
29,391867,10,11,5,10,0,0,40,1,1,1,1
44,151985,13,14,5,12,0,0,24,1,1,0,1
49,149337,12,13,5,12,0,0,40,1,1,1,1
37,109133,13,14,2,12,27828,0,60,0,1,1,1
38,207568,12,13,5,12,5178,0,40,1,1,1,1
41,133060,11,12,5,13,0,0,40,1,1,1,1
59,233312,9,10,5,10,0,0,40,1,1,1,1
39,358837,9,10,0,9,0,0,40,1,0,0,0
34,182274,9,10,5,12,0,1887,40,1,1,0,1
65,87164,6,7,4,11,0,0,20,1,1,0,0
49,179869,8,9,5,10,0,0,40,1,1,1,1
65,95303,8,9,5,12,0,0,40,1,1,1,1
23,230704,9,10,0,1,0,0,22,1,0,1,0
40,110862,11,12,5,10,0,2377,50,1,1,1,0
59,361494,8,9,5,11,0,0,40,1,1,1,1
50,34067,10,11,5,12,0,0,50,1,1,1,1
38,132879,8,9,5,10,0,1902,40,1,1,1,1
26,62438,12,13,5,11,0,0,40,1,1,0,1
49,101722,14,15,5,13,0,0,60,1,1,1,1
25,253267,9,10,5,3,0,1902,36,1,0,1,1
24,165064,9,10,0,1,0,0,40,1,1,1,0
35,217893,8,9,3,11,0,0,30,1,1,0,0
47,128796,8,9,5,10,0,0,40,1,1,1,1
35,287548,9,10,5,11,0,0,55,1,1,1,1
53,207449,5,6,5,0,0,0,40,1,1,1,0
32,209691,12,13,5,10,0,0,50,0,1,1,0
53,152810,13,14,5,12,0,1977,55,1,1,1,1
34,313729,9,10,5,4,0,0,50,1,1,1,0
19,333953,7,8,0,0,0,0,30,1,1,0,0
18,80163,9,10,0,11,0,0,20,1,1,0,0
30,202450,8,9,5,5,0,0,65,1,1,1,1
44,38434,12,13,4,12,0,0,40,1,1,0,1
47,160474,8,9,5,12,0,0,30,1,1,0,1
37,45937,11,12,5,12,0,0,40,1,1,0,1
53,229465,15,16,5,13,0,0,50,1,1,1,1
57,112840,13,14,5,13,0,0,55,1,1,1,1
31,168387,12,13,5,13,7688,0,40,0,1,1,1
58,281792,12,13,5,13,0,0,40,1,1,1,1
44,187720,10,11,0,10,0,0,40,1,1,1,0
29,82242,14,15,0,13,27828,0,45,0,1,1,1
34,118551,12,13,0,0,0,0,35,1,1,0,0
32,171111,12,13,0,3,0,0,37,1,1,1,0
37,167415,14,15,5,13,0,0,60,1,1,1,1
28,187160,14,15,3,13,0,0,55,1,1,1,0
58,285885,4,5,3,0,0,0,40,1,1,0,0
47,109089,9,10,5,13,0,0,70,1,1,1,0
27,221436,12,13,5,3,0,0,40,0,1,0,1
39,191807,8,9,5,11,15024,0,50,1,1,1,1
81,98116,12,13,4,11,0,0,50,1,1,1,1
23,200973,8,9,0,3,0,0,40,1,1,0,0
29,304595,13,14,0,11,0,0,50,1,1,1,1
50,225772,15,16,3,13,0,0,60,1,1,0,1
50,462966,5,6,5,0,0,0,8,0,1,1,0
56,178353,9,10,5,13,0,0,40,1,1,1,1
53,182186,4,5,5,0,0,0,40,0,1,1,0
37,217054,12,13,5,13,0,0,35,1,1,1,1
33,118941,12,13,5,12,0,0,32,1,1,0,1
40,242082,12,13,5,13,0,0,45,1,1,1,1
51,120270,10,11,5,11,0,0,40,1,1,1,1
24,143436,9,10,0,1,0,0,24,1,1,1,0
49,199590,8,9,5,10,0,0,50,0,1,1,0
35,148903,8,9,5,0,0,0,16,1,1,0,1
36,403489,13,14,5,13,0,0,45,1,1,1,1
36,207789,8,9,3,12,0,0,52,1,1,1,0
64,148606,5,6,2,0,0,0,35,1,1,0,0
72,52138,15,16,5,13,0,2392,25,1,1,1,1
45,214068,15,16,5,13,0,0,50,1,1,1,1
26,122999,13,14,0,13,8614,0,40,1,1,1,1
36,139364,12,13,5,11,0,0,50,1,1,1,1
39,325374,9,10,0,3,0,0,40,1,1,1,0
45,54260,9,10,3,10,0,0,99,1,1,1,0
18,161063,8,9,0,3,0,0,40,1,1,1,0
59,226922,8,9,3,11,0,1762,30,1,1,0,0
42,125280,12,13,5,12,3137,0,40,1,1,1,0
57,165881,14,15,5,13,0,0,40,1,1,1,0
43,125405,8,9,5,7,0,0,40,1,1,1,0
46,184632,10,11,5,10,0,0,50,1,1,1,0
53,250034,12,13,5,12,0,0,50,1,0,1,1
36,284166,8,9,0,11,0,0,60,1,1,1,1
34,146161,12,13,5,13,0,0,60,1,1,1,1
59,212600,9,10,2,7,0,0,40,1,1,1,1
43,349341,12,13,3,12,0,0,60,1,1,1,0
26,339324,8,9,5,2,0,0,96,1,1,1,0
37,176967,9,10,5,10,0,0,50,1,1,1,1
52,160703,8,9,5,3,0,0,48,1,1,1,0
22,127768,9,10,0,0,0,0,32,1,1,1,1
49,129513,13,14,5,11,0,0,45,1,1,1,0
44,145522,13,14,0,13,0,0,40,1,1,0,0
42,303155,11,12,3,3,0,0,40,1,1,1,0
65,172906,8,9,4,3,0,0,40,1,1,0,0
52,334273,12,13,5,13,0,0,60,1,1,1,1
50,166758,9,10,3,0,0,0,15,1,1,0,0
20,137618,9,10,0,5,0,0,35,1,1,1,0
28,114053,9,10,0,12,0,0,30,1,1,1,0
79,97082,7,8,4,11,18481,0,45,1,1,1,1
38,81965,10,11,0,9,0,0,40,1,1,0,0
51,70767,8,9,5,3,0,0,40,1,1,0,0
49,97883,12,13,3,12,0,0,40,1,1,0,0
53,200190,13,14,5,13,0,1977,55,1,1,1,1
24,267945,12,13,0,3,0,0,40,1,1,0,0
27,146764,9,10,5,12,0,0,40,1,1,0,1
62,136684,8,9,4,3,0,0,30,1,1,0,0
58,170108,13,14,5,12,0,0,40,1,1,1,1
32,140092,6,7,5,10,0,0,40,1,1,1,0
42,181265,10,11,5,5,0,0,48,1,1,1,0
39,202027,14,15,5,13,0,0,45,1,1,1,1
41,29324,8,9,3,12,0,0,45,1,1,0,0
51,152754,12,13,5,3,0,0,40,1,1,1,1
22,142566,8,9,0,11,0,0,40,1,1,1,0
49,187563,9,10,3,0,0,0,40,1,1,1,0
21,182117,11,12,0,0,0,0,40,1,1,1,0
53,194791,8,9,5,4,0,0,45,1,1,1,0
27,363053,4,5,0,6,0,0,24,0,1,0,0
34,286675,8,9,5,5,0,0,40,1,1,1,0
44,260761,8,9,5,10,0,0,40,1,1,1,1
46,225456,8,9,5,12,0,0,40,1,1,1,0
56,182273,8,9,5,2,0,0,40,1,1,1,0
32,198452,8,9,5,4,0,0,40,1,1,0,0
35,110668,8,9,5,2,0,0,35,1,0,0,0
26,292692,7,8,0,10,0,0,40,0,1,1,0
31,178841,8,9,0,3,0,0,40,1,1,0,0
43,150533,8,9,5,11,0,0,68,1,1,1,1
31,59496,9,10,5,3,0,0,50,1,1,1,0
51,145409,9,10,5,10,3103,0,48,1,1,1,1
42,168103,12,13,5,12,0,0,40,1,1,1,1
59,98361,6,7,5,2,0,0,40,1,1,1,0
41,103759,9,10,5,5,3942,0,40,1,1,1,0
19,187570,8,9,0,10,0,0,20,1,1,1,0
49,104542,8,9,3,3,0,0,40,1,1,0,0
33,238002,4,5,5,5,0,0,40,0,1,1,0
43,94937,12,13,5,13,0,0,28,1,1,0,0
31,47276,12,13,5,0,0,0,38,1,1,1,1
18,322999,9,10,0,0,0,0,20,1,1,0,0
70,405362,3,4,4,0,0,0,38,1,0,0,0
38,331609,9,10,4,5,0,0,47,1,0,0,0
27,291196,12,13,0,13,0,0,40,1,0,1,0
36,106297,13,14,5,12,0,0,40,1,1,1,1
37,201141,8,9,0,3,0,0,37,1,1,0,0
50,320510,12,13,5,12,0,1902,40,1,1,1,1
43,150528,13,14,5,13,0,0,40,1,1,1,1
35,328466,4,5,5,0,0,0,40,0,1,1,0
61,231183,8,9,4,12,0,0,40,1,1,0,0
29,239753,8,9,5,3,0,2057,20,1,1,0,0
69,50468,14,15,5,3,0,0,34,1,1,1,1
34,178841,12,13,5,12,0,0,40,1,1,0,1
51,249644,9,10,3,10,0,0,48,1,1,1,1
28,190911,8,9,5,10,0,0,40,1,1,1,0
32,112115,12,13,5,13,7688,0,40,1,1,1,1
48,55863,15,16,5,13,0,1902,46,1,1,0,1
22,116800,11,12,0,7,0,0,60,1,1,1,0
73,45784,9,10,0,13,0,0,11,1,1,0,0
32,127875,12,13,5,9,0,0,40,1,1,0,1
44,124692,13,14,5,13,0,0,35,1,1,1,1
47,306183,9,10,3,0,0,0,44,1,1,0,0
45,162410,9,10,4,9,0,0,45,1,1,0,1
46,162187,12,13,5,13,0,0,40,1,1,1,1
34,114691,9,10,5,12,0,0,50,1,1,1,1
30,206051,8,9,5,1,0,0,40,1,1,1,1
47,159869,8,9,5,4,0,0,56,1,1,1,1
34,160634,9,10,5,10,0,0,40,1,1,1,1
37,280282,10,11,5,9,0,0,24,1,1,0,1
64,80333,8,9,5,12,0,0,40,1,1,1,1
28,233275,12,13,0,13,0,0,45,1,1,1,0
43,323713,8,9,5,2,0,0,40,1,1,1,0
47,328216,9,10,5,9,7298,0,40,1,1,1,1
34,49469,12,13,0,11,99999,0,50,1,1,1,1
48,121424,12,13,5,12,0,0,55,1,1,1,1
45,138626,9,10,3,12,0,1876,50,1,1,1,0
22,51985,9,10,0,10,0,0,30,1,1,1,0
58,331474,8,9,5,3,0,0,20,1,1,0,1
20,266467,8,9,0,0,0,0,25,1,1,1,0
44,387844,7,8,5,1,0,0,40,1,1,1,0
52,177995,1,2,5,4,0,0,56,0,1,1,1
24,153542,9,10,0,11,0,0,35,1,1,1,0
38,267556,8,9,5,11,0,0,64,1,1,1,0
33,48189,8,9,5,7,0,0,30,1,1,1,0
58,163047,12,13,3,13,0,0,40,1,1,0,0
40,193524,9,10,5,4,0,0,40,1,1,1,1
43,198965,13,14,5,13,0,0,40,1,1,1,1
42,154374,12,13,5,12,0,2415,60,1,1,1,1
66,102686,13,14,5,12,0,0,20,1,1,1,1
39,176296,8,9,5,5,0,1887,40,1,0,1,1
44,115323,13,14,5,12,0,0,40,1,1,1,1
25,51201,8,9,5,10,0,0,35,1,1,1,0
48,145636,8,9,5,2,0,0,60,1,1,1,1
53,177916,12,13,5,3,7298,0,40,1,1,1,1
59,193895,8,9,3,12,0,0,40,1,1,0,0
34,77209,8,9,5,11,0,1902,60,1,1,1,1
40,147372,9,10,0,7,0,2444,40,1,1,1,1
42,227065,9,10,5,13,15024,0,32,1,1,1,1
44,136546,15,16,5,13,0,1902,40,1,1,1,1
48,88564,9,10,3,4,0,0,45,1,1,1,0
55,98746,9,10,5,9,0,0,50,0,1,1,1
29,160786,8,9,5,12,0,0,55,1,1,1,0
35,190174,9,10,0,12,0,0,40,1,1,0,0
25,124590,8,9,0,12,0,0,40,1,1,1,0
25,109009,6,7,5,10,0,0,40,1,1,1,0
31,236415,9,10,5,3,0,0,20,1,1,0,1
40,271393,11,12,3,12,0,0,40,1,1,0,0
42,318255,8,9,3,3,0,0,40,1,1,0,0
39,344855,13,14,5,13,0,1977,20,1,1,0,1
38,196554,14,15,2,13,0,0,35,1,1,1,1
58,236596,9,10,5,12,0,0,40,1,1,1,1
47,163814,5,6,5,10,0,0,40,1,1,1,0
33,155198,4,5,3,2,0,0,35,1,1,1,0
45,33234,12,13,5,11,0,0,40,1,1,1,1
28,369114,8,9,2,11,0,0,40,1,1,0,0
23,208503,9,10,3,3,0,0,40,1,1,1,0
20,181370,9,10,0,0,0,0,40,1,0,1,0
33,295621,12,13,5,13,0,0,25,1,0,1,1
30,261677,4,5,0,1,0,0,40,1,0,1,0
50,256861,8,9,5,11,0,0,80,1,1,1,0
52,89041,13,14,5,12,15024,0,60,1,1,1,1
23,104443,9,10,0,3,0,0,40,1,1,0,0
36,163396,10,11,5,13,0,0,40,1,1,0,1
24,117779,12,13,0,12,0,0,40,1,1,1,0
26,176520,8,9,0,3,0,0,53,1,1,1,0
28,249362,6,7,5,5,0,0,50,1,1,1,0
24,258700,2,3,0,4,0,0,40,0,0,1,0
30,241259,10,11,5,5,0,0,40,1,1,1,0
55,31365,12,13,4,13,0,0,40,1,1,0,1
41,193882,12,13,5,4,0,0,40,1,1,1,0
36,220585,11,12,5,12,0,0,50,1,1,1,1
49,119904,12,13,5,13,7688,0,30,1,1,0,1
61,97128,12,13,5,11,0,0,45,1,1,1,1
62,115387,8,9,0,1,0,0,40,1,0,0,0
66,178120,2,3,3,6,0,0,15,1,0,0,0
59,121912,9,10,5,12,0,0,40,1,1,1,1
25,243560,8,9,0,11,0,0,40,0,1,0,0
44,68318,13,14,0,13,0,0,55,1,1,0,0
21,232569,8,9,0,1,0,0,40,1,1,1,0
74,39890,9,10,4,5,0,0,18,1,1,0,0
67,181220,9,10,3,3,0,0,20,1,0,0,0
24,216563,8,9,5,2,0,0,40,1,1,0,0
21,306850,8,9,0,5,0,0,40,1,1,1,0
60,404023,8,9,3,12,10520,0,40,1,1,1,1
49,175958,9,10,5,11,0,0,80,1,1,1,1
34,111985,8,9,5,10,0,0,45,1,1,1,0
39,61343,5,6,5,2,0,0,60,1,1,1,0
26,463194,8,9,5,10,0,0,40,1,1,1,0
70,243436,4,5,3,11,0,0,45,1,1,1,0
36,255454,8,9,0,10,0,0,30,1,0,1,0
30,129707,9,10,5,11,0,1848,40,1,1,1,1
49,175109,9,10,5,13,0,0,50,1,1,1,1
23,93076,8,9,0,0,0,0,40,1,0,1,0
39,322143,7,8,5,5,15024,0,70,1,1,1,1
29,53271,12,13,5,12,0,0,40,1,1,1,1
57,65080,8,9,5,10,0,0,50,1,1,1,1
34,24266,10,11,5,10,7688,0,40,1,1,1,1
59,118358,8,9,5,10,0,0,40,1,1,1,1
31,111567,12,13,5,12,0,0,70,1,1,1,1
23,174461,8,9,0,0,0,0,40,1,1,0,0
54,146574,8,9,5,10,0,0,40,1,1,1,1
49,207120,8,9,5,1,0,0,40,1,1,1,1
36,98389,11,12,5,12,0,0,44,1,1,1,1
25,159662,8,9,5,11,0,0,26,1,1,1,1
31,204052,8,9,5,10,0,0,40,1,1,1,1
30,94235,8,9,0,10,0,0,40,1,1,1,0
41,120539,9,10,5,2,3103,0,40,1,1,1,1
53,209906,1,2,5,0,0,0,35,0,0,1,0
63,110890,13,14,3,13,0,0,70,1,1,1,1
24,247075,8,9,0,3,0,0,20,1,0,0,0
45,121124,14,15,0,10,0,0,50,1,1,1,1
34,208785,11,12,3,11,0,0,50,1,1,1,1
43,209899,13,14,0,9,8614,0,47,1,0,0,1
37,206699,8,9,3,9,0,0,45,1,1,1,0
59,245196,5,6,5,5,0,0,40,1,0,1,1
51,183173,8,9,5,12,0,0,70,1,1,1,1
27,208406,12,13,0,13,0,0,30,1,1,1,0
31,199368,12,13,5,7,0,0,50,1,0,1,1
55,163083,12,13,2,12,14084,0,45,1,1,1,1
53,139671,9,10,5,10,0,0,40,1,1,1,1
36,172538,8,9,5,10,0,0,52,1,1,1,1
73,92886,5,6,4,11,0,0,40,0,1,0,0
55,209569,8,9,3,11,0,0,50,1,1,0,1
17,132680,5,6,0,0,0,1602,10,1,1,0,0
51,53197,8,9,5,10,0,0,40,1,1,1,0
39,286026,12,13,5,3,0,0,40,1,1,1,1
33,292465,4,5,5,2,0,0,50,1,1,1,0
46,331776,8,9,5,2,0,0,40,1,1,1,0
41,331651,14,15,5,12,0,0,50,0,1,0,1
47,145868,6,7,3,0,0,0,40,1,0,0,0
19,39756,9,10,0,0,0,0,15,1,1,0,0
32,134737,12,13,5,2,0,0,70,1,1,1,1
62,162249,8,9,5,5,0,0,30,1,1,1,0
61,219183,12,13,5,13,0,0,50,1,1,1,1
40,175935,12,13,3,11,14084,0,40,1,1,1,1
45,361842,8,9,4,10,0,0,40,1,1,0,0
35,65706,8,9,3,0,0,0,40,1,1,0,0
45,88265,8,9,0,2,0,0,40,1,1,0,0
34,175856,12,13,5,12,3103,0,55,1,1,1,1
34,260560,8,9,5,12,0,0,50,1,1,1,0
60,201965,9,10,0,13,0,0,40,1,1,1,1
53,188067,9,10,4,11,0,0,40,1,1,0,0
22,174461,9,10,0,3,0,0,15,1,1,0,0
28,130067,12,13,5,13,0,0,40,1,1,0,1
30,373213,10,11,3,11,0,0,40,1,1,0,1
36,111377,5,6,5,10,0,0,40,1,1,1,0
54,238257,12,13,0,13,0,0,50,1,1,1,0
